country,ccode,bloc,organization,womensrightsissue,womensrights01,recstate,recstatebloc,recstateorg,response,action_upr,session,year,equalityinsociety,vaw,econ,vawecon,health,femaleminorities,originalrecnumber,newrecnumber,recommendation,precision,action,repeatrec,instancerec,nomention,compliance,inaction,consideration,delegation,execution,missingmaterial,recnumberfinal_UPR,id,institution
Lithuania,368,EEG,EU,"Women's rights, rights of the child",1,Afghanistan,Asia,OIC,Accepted,4,12,2011,1,1,,1,,,906,889,Undertake more effective measures to address the problems of sexual abuse and violence against women and girls,1,8,,,999,333,1,999,999,999,,881,UPR0879,UPR
Lithuania,368,EEG,EU,Women's rights,1,Moldova,EEG,"CIS, OIF",Accepted,4,12,2011,1,,1,1,,,907,890,Strengthen its efforts to eliminate persistence of patriarchal attitudes and stereotypes regarding the roles and the responsibilities of women and men,2,4,,,0,1,0,0,1,0,,882,UPR0880,UPR
Lithuania,368,EEG,EU,Women's rights,1,United Kindgom,WEOG,"EU, Commonwealth",Accepted,2,12,2011,1,1,,1,,,910,891,Continue to monitor the implementation of the National Strategy for Combating Violence against Women,3,2,,,1,0,0,0,0,0,,883,UPR0881,UPR
Lithuania,368,EEG,EU,"Women's rights, human rights education and training",1,Slovakia,EEG,EU,Accepted,2,12,2011,1,,1,1,,,911,892,Continue pursuing appropriate awareness raising campaigns aimed at eliminating traditional patriarchal attitudes and stereotypes regarding the roles and responsibilities of women and men in society,3,4,,,0,1,0,0,1,0,,884,UPR0882,UPR
Lithuania,368,EEG,EU,Women's rights,1,China,Asia,,Accepted,2,12,2011,1,,1,1,,,912,893,Continue its positive efforts to promote gender equality and protect women's rights in areas such as employment,1,8,,,999,1,999,999,999,999,,885,UPR0883,UPR
Lithuania,368,EEG,EU,Women's rights,1,Algeria,Africa,"AU, OIC, AL",Accepted,4,12,2011,1,,1,1,,,913,894,Take appropriate measures to ensure equality between men and women in the labour market particularly in terms of equal pay for equal work as well as to upgrade the participation of women in public life,1,8,,,999,999,1,333,999,999,,886,UPR0884,UPR
Lithuania,368,EEG,EU,Women's rights,1,Spain,WEOG,"EU, OEI",Accepted,4,12,2011,1,,1,1,,,914,895,"Improve the access of women to the labour market, especially by implementing policies which would reduce the gender pay gap",2,6,,,0,0,0,1,1,0,,887,UPR0885,UPR
Lithuania,368,EEG,EU,Women's rights,1,Finland,WEOG,EU,Accepted,4,12,2011,1,1,,1,,,915,896,"Through its National Strategy for Combating Violence against Women, further seek to address violence proactively by seeking to influence attitudes and behaviours, in particular through the active involvement of men and boys",3,4,,,0,1,0,0,1,0,,888,UPR0886,UPR
Lithuania,368,EEG,EU,Women's rights,1,Argentina,GRULAC,"OAS, OEI",Accepted,2,12,2011,1,1,,1,,,916,897,"Continue its efforts aimed at preventing, punishing and eliminating all forms all violence against women",1,8,,,999,1,999,999,999,999,,889,UPR0887,UPR
Lithuania,368,EEG,EU,Women's rights,1,Chile,GRULAC,"OAS, OEI",Accepted,4,12,2011,1,1,,1,,,917,898,Strengthen the policies and actions to combat violence against women,1,6,,,999,1,999,999,999,999,,890,UPR0888,UPR
Lithuania,368,EEG,EU,Women's rights,1,Moldova,EEG,"CIS, OIF",Accepted,2,12,2011,1,1,,1,,,918,899,"Continue to take measures to mitigate, eliminate and prevent violence against women and to provide assistance to victims of violence",2,6,,,0,1,0,0,1,0,,891,UPR0889,UPR
Lithuania,368,EEG,EU,"Women's rights, rights of the child, human rights education and training",1,Ireland,WEOG,EU,Accepted,5,12,2011,1,1,,1,,,919,900,"Provide awareness training in the area of victim abuse for those public servants such as police, prosecutors and judges, who most frequently come into contact with victims of gender-based violence in the course of their work, to assist in their understanding of the impact such violence has on its victims, and also other family members in particular children",3,6,,,0,1,0,0,1,0,,892,UPR0890,UPR
Lithuania,368,EEG,EU,"Women's rights, trafficking",1,Hungary,EEG,EU,Accepted,4,12,2011,1,1,,1,,,920,901,Take firm measures to combat cross-border trafficking in women for sexual and other exploitative purposes and align its Criminal Code with the international and European Union law on trafficking in human beings,3,5,,,0,333,1,0,333,0,,893,UPR0891,UPR
Lithuania,368,EEG,EU,"Women's rights, trafficking",1,Moldova,EEG,"CIS, OIF",Accepted,4,12,2011,1,1,,1,,,921,902,"Intensify efforts to prevent trafficking in human beings, including cross-border trafficking in women for sexual and other exploitative purposes, and increase the number of prosecutions in this respect",2,3,,,0,333,1,0,333,0,,894,UPR0892,UPR
Lithuania,368,EEG,EU,"Women's rights, right to education",1,FInland,WEOG,EU,Accepted,5,12,2011,1,,1,1,,,922,903,Provide mandatory sexual education in schools and increase knowledge and awareness about family planning among women and men,3,4,,,0,0,1,333,0,333,,895,UPR0893,UPR
Lithuania,368,EEG,EU,"Women's rights, rights of the child",1,United States,WEOG,OAS,Noted,5,12,2011,1,1,,1,,,923,904,"Adopt necessary legal amendments to the Code of Criminal Procedure and Criminal Code to make its new Law on Domestic Violence fully enforceable and to achieve that law's primary aim, namely to protect victims from violence",3,5,,,0,1,0,0,0,0,,896,UPR0894,UPR
Lithuania,368,EEG,EU,Women's rights,1,Andorra,WEOG,OIF,Accepted,5,26,2016,,1,,1,,,,905,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,,1,.,.,.,.,.,.,,897,UPR0895,UPR
Lithuania,368,EEG,EU,Women's rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,5,26,2016,,1,,1,,,,906,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,905,2,.,.,.,.,.,.,,898,UPR0896,UPR
Lithuania,368,EEG,EU,Women's rights,1,Italy,WEOG,EU,Accepted,5,26,2016,,1,,1,,,,907,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,"905, 906",3,.,.,.,.,.,.,,899,UPR0897,UPR
Lithuania,368,EEG,EU,Women's rights,1,Belgium,WEOG,"EU, OIF",Accepted,5,26,2016,,1,,1,,,,908,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,"905, 906, 907",4,.,.,.,.,.,.,,900,UPR0898,UPR
Lithuania,368,EEG,EU,Women's rights,1,Turkey,WEOG,OIC,Accepted,5,26,2016,,1,,1,,,,909,Ratify the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence (The Istambul Convention),3,1,"905, 906, 907, 908",5,.,.,.,.,.,.,,901,UPR0899,UPR
Lithuania,368,EEG,EU,Women's rights,1,Bosnia and Herzegovina,EEG,,Accepted,5,26,2016,,1,,1,,,,910,Ratify without delay the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence,3,1,,,.,.,.,.,.,.,,902,UPR0900,UPR
Lithuania,368,EEG,EU,Women's rights,1,Bosnia and Herzegovina,EEG,,Accepted,5,26,2016,,1,,1,,,,911,Ratify without delay the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence and expedite the harmonization of legislation in accordance with it,3,1,,,.,.,.,.,.,.,,903,UPR0901,UPR
Lithuania,368,EEG,EU,Women's rights,1,Sweden,WEOG,EU,Accepted,4,26,2016,,1,,1,,,,912,Expedite the ratification of the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence (the Istanbul Convention),3,1,,,.,.,.,.,.,.,,904,UPR0902,UPR
Lithuania,368,EEG,EU,Women's rights,1,Sweden,WEOG,EU,Accepted,5,26,2016,,1,,1,,,,913,Harmonize its legislation in accordance with the Convention on Preventing and Combating Violence against Women and Domestic Violence (the Istanbul Convention) without delay,2,5,,,.,.,.,.,.,.,,905,UPR0903,UPR
Lithuania,368,EEG,EU,Women's rights,1,Pakistan,Asia,"OIC, Commonwealth",Accepted,2,26,2016,,,1,1,,,,914,"Continue to ensure women's equal participation in the economic sector, equal opportunities for career development, equal pay as men and provide sufficient opportunities to reconcile work and family obligations",1,6,,,.,.,.,.,.,.,,906,UPR0904,UPR
Lithuania,368,EEG,EU,Women's rights,1,Namibia,Africa,"AU, Commonwealth",Accepted,5,26,2016,,,1,1,,,,915,"Take active measures, including legislative measures, to ensure equal wages for women and men",3,5,,,.,.,.,.,.,.,,907,UPR0905,UPR
Lithuania,368,EEG,EU,Women's rights,1,Iran,Asia,OIC,Accepted,4,26,2016,,1,,1,,,,916,"Protect persons, particularly women and children, against violence, exploitation and abuse",1,8,,,.,.,.,.,.,.,,908,UPR0906,UPR
Lithuania,368,EEG,EU,Women's rights,1,Kyrgyzstan,Asia,"OIC, CIS",Accepted,4,26,2016,,1,,1,,,,917,"Further address all forms of gender-based violence, including the issue of incorporating the definition of gender-based violence in the National Programme for the Prevention of Domestic Violence and Provision of Assistance to Victims for 2014-2020",3,6,,,.,.,.,.,.,.,,909,UPR0907,UPR
Lithuania,368,EEG,EU,Women's rights,1,Latvia,EEG,EU,Accepted,2,26,2016,,1,,1,,,,918,Continue its good efforts to address violence against women and domestic violence,1,8,,1,.,.,.,.,.,.,,910,UPR0908,UPR
Lithuania,368,EEG,EU,Women's rights,1,Philippines,Asia,ASEAN,Accepted,4,26,2016,,1,,1,,,,919,Sustain efforts to eradicate domestic violence and gender-based violence,1,8,918,2,.,.,.,.,.,.,,911,UPR0909,UPR
Lithuania,368,EEG,EU,Women's rights,1,France,WEOG,"EU, OIF",Accepted,4,26,2016,,1,,1,,,,920,"Take all necessary measures in order to promote the rights of women and effectively combat domestic violence, and ensure the effective implementation of existing instruments",2,7,,,.,.,.,.,.,.,,912,UPR0910,UPR
Lithuania,368,EEG,EU,Women's rights,1,Croatia,EEG,EU,Accepted,2,26,2016,,1,,1,,,,921,Continue with efforts to ensure broader access of victims of gender based and domestic violence to justice and regulate clearly their protection as well as improving laws on anti-discrimination and equal opportunities towards the explicit protection of women from multiple forms of discrimination,3,3,,,.,.,.,.,.,.,,913,UPR0911,UPR
Lithuania,368,EEG,EU,Women's rights,1,Ireland,WEOG,EU,Accepted,4,26,2016,,1,,1,,,,922,"Strengthen its legislation and assistance to victims of gender-based violence to ensure that the rights of all victims, including former spouses or long-term partners who did not live in a common household, are recognised and that they receive equal treatment",3,5,,,.,.,.,.,.,.,,914,UPR0912,UPR
Lithuania,368,EEG,EU,Women's rights,1,Armenia,EEG,"CIS, OIF",Accepted,2,26,2016,,1,,1,,,,923,Continue measures to promote equality between women and men and to combat domestic violence,1,8,,,.,.,.,.,.,.,,915,UPR0913,UPR
Lithuania,368,EEG,EU,Women's rights,1,Costa Rica,GRULAC,"OAS, OEI, ACS",Accepted,4,26,2016,,1,,1,,,,924,Establish and implement comprehensive measures to prevent violence against women and implement effective measures of support for victims of domestic violence,2,6,,,.,.,.,.,.,.,,916,UPR0914,UPR
Lithuania,368,EEG,EU,Women's rights,1,Portugal,WEOG,"EU, OEI",Accepted,4,26,2016,,1,,1,,,,925,"Give the National Programme for the Prevention of Domestic Violence and Provision of Assistance to Victims all necessary resources, in particular regarding full access to the competent judiciary institutions",3,6,,,.,.,.,.,.,.,,917,UPR0915,UPR
Lithuania,368,EEG,EU,Women's rights,1,Panama,GRULAC,"OAS, OEI, ACS",Accepted,4,26,2016,,1,,1,,,,926,"Prevent and punish all forms of violence against women, including spousal rape",3,3,,,.,.,.,.,.,.,,918,UPR0916,UPR
Lithuania,368,EEG,EU,Women's rights,1,Mexico,GRULAC,"OAS, OEI, ACS",Accepted,5,26,2016,,1,,1,,,,927,"Include in the Criminal Code violence, sexual attacks and abuse perpetrated by spouses",3,5,,,.,.,.,.,.,.,,919,UPR0917,UPR
Lithuania,368,EEG,EU,Women's rights,1,Belgium,WEOG,"EU, OIF",Accepted,5,26,2016,,1,,1,,,,928,Criminalize domestic violence and marital rape,3,5,,,.,.,.,.,.,.,,920,UPR0918,UPR
Lithuania,368,EEG,EU,Women's rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,5,26,2016,,1,,1,,,,929,Redouble efforts to combat gender-based violence by criminalizing marital rape,3,5,,,.,.,.,.,.,.,,921,UPR0919,UPR
Lithuania,368,EEG,EU,Women's rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,5,26,2016,,1,,1,,,,930,Redouble efforts to combat gender-based violence by thoroughly investigating and prosecuting acts of violence against women,3,3,,,.,.,.,.,.,.,,922,UPR0920,UPR
Lithuania,368,EEG,EU,Women's rights,1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,5,26,2016,,1,,1,,,,931,Redouble efforts to combat gender-based violence by issuing guidelines for and providing training to law enforcement and judicial officials on handling domestic violence cases in all regions,3,6,,,.,.,.,.,.,.,,923,UPR0921,UPR
Lithuania,368,EEG,EU,Women's rights,1,Brazil,GRULAC,"OAS, OEI",Accepted,5,26,2016,,1,,1,,,,932,Criminalize marital rape,3,5,,,.,.,.,.,.,.,,924,UPR0922,UPR
Lithuania,368,EEG,EU,Women's rights,1,Estonia,EEG,EU,Accepted,2,26,2016,,1,,1,,,,933,"Continue to improve the training and specialization of investigators, prosecutors and judges to tackle crimes of trafficking in persons, including with a focus on women and children",3,6,,,.,.,.,.,.,.,,925,UPR0923,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, trafficking, rights of the child",1,Canada,WEOG,"OAS, OIF, Commonwealth",Noted,5,3,2008,1,1,,1,,,944,946,"Implement all provisions of the protocol aiming to prevent and punish human trafficking, in particular trafficking in women and children.",2,7,,,0,0,0,0,1,1,,926,UPR0924,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, rights of the child",1,Cuba,GRULAC,"OAS, OEI, ACS",Accepted,2,15,2013,1,1,,1,,,924,934,Continue the revision of legislation on domestic violence which is currently debated in Parliament,2,5,,,0,1,0,0,1,0,,927,UPR0925,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, torture and other CID treatment, rights of the child",1,Hungary,EEG,EU,Accepted,5,15,2013,1,1,,1,,,925,935,"Explicitly punish, by legal provisions, persons practising female genital mutilation (FGM), as well as parents or holders of parental authority, who consented to the practice of FGM",3,5,,,0,0,0,0,0,1,,928,UPR0926,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, rights of the child",1,Czech Republic,EEG,EU,Accepted,5,15,2013,1,1,,1,,,928,936,Raise the minimum legal age for marriage for women to correspond to the minimum legal age for men,3,5,,,0,1,0,0,0,0,,929,UPR0927,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, rights of the child, right to health",1,France,WEOG,"EU, OIF",Accepted,5,15,2013,1,,1,1,,,930,937,Provide girls who are minors with a mandatory psycho-social consultation before any termination of pregnancy,3,6,,,0,1,0,0,0,0,,930,UPR0928,UPR
Luxembourg,212,WEOG,"EU, OIF",Women's rights,1,Rwanda,Africa,"AU, OIF, Commonwealth",Accepted,4,15,2013,1,,1,1,,,933,938,Continue its positive engagement in promoting equality between women and men by speeding up its voluntary programmes designed to increase the number of women on decision-making bodies,3,6,,,0,1,0,0,1,0,,931,UPR0929,UPR
Luxembourg,212,WEOG,"EU, OIF",Women's rights,1,United States,WEOG,OAS,Accepted,4,15,2013,1,,1,1,,,935,939,"Ensure that existing statutes prohibiting gender discrimination are properly implemented and enforced, and augment, through effective implementation and enforcement, efforts to decrease the existing wage gap between women and men",2,7,,,0,1,0,0,1,0,,932,UPR0930,UPR
Luxembourg,212,WEOG,"EU, OIF",Women's rights,1,Burundi,Africa,"AU, OIF",Accepted,4,15,2013,1,,1,1,,,936,940,Address persistent inequalities between women and men in the labour market,1,8,,,999,1,999,999,999,999,,933,UPR0931,UPR
Luxembourg,212,WEOG,"EU, OIF",Women's rights,1,Senegal,Africa,"AU, OIC, OIF",Accepted,2,15,2013,1,1,,1,,,937,941,Continue efforts to prevent and eliminate all forms of violence against women,1,8,,,999,1,999,999,999,999,,934,UPR0932,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, trafficking, rights of the child",1,Libya,Africa,"AU, OIC, AL",Accepted,2,15,2013,1,1,,1,,,938,942,"Continue efforts aimed at ending the exploitation of children through child prostitution and trafficking, and strengthen measures to fight violence against women and domestic violence",1,8,,,999,1,999,999,999,999,,935,UPR0933,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, trafficking, rights of the child",1,Australia,WEOG,"PIF, COmmonwealth",Accepted,4,15,2013,1,1,,1,,,939,943,"Strengthen its preventative anti-trafficking measures and continue to provide support services to victims, particularly for women and children",3,6,,,0,1,0,0,1,0,,936,UPR0934,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, trafficking, rights of the child",1,Cambodia,Asia,"ASEAN, OIF",Accepted,4,15,2013,1,1,,1,,,940,944,"Intensify its efforts to combat human trafficking and sexual exploitation, in particular women and children, in a comprehensive manner",1,8,,,999,1,999,999,999,999,,937,UPR0935,UPR
Luxembourg,212,WEOG,"EU, OIF","Women's rights, trafficking",1,Holy See,Observer,,Accepted,4,15,2013,1,1,,1,,,941,945,"Intensify strategies aimed at combating trafficking in women, especially those aimed at the sex trade",1,8,,,999,1,999,999,999,999,,938,UPR0936,UPR
Macedonia,343,EEG,OIF,"Women's rights, trafficking, rights of the child, human rights education and training",1,Malaysia,Asia,"ASEAN, OIC, Commonwealth",Accepted,5,5,2009,1,1,,1,,,969,955,"Step up measures to combat the scourge of prostitution and trafficking in women and girls, including by conducting more nationwide awareness campaigns",3,4,,,0,333,1,0,333,0,,939,UPR0937,UPR
Macedonia,343,EEG,OIF,"Women's rights, trafficking, rights of the child, human rights education and training",1,Malaysia,Asia,"ASEAN, OIC, Commonwealth",Accepted,5,5,2009,1,1,,1,,,969,956,"Step up measures to combat the scourge of prostitution and trafficking in women and girls, including by conducting training for law enforcement officials, migration officials and border police.",3,6,,,0,1,0,0,0,0,,940,UPR0938,UPR
Macedonia,343,EEG,OIF,Women's rights,1,Brazil,GRULAC,"OAS, OEI",Accepted,4,5,2009,1,,1,1,,,970,957,Promote participation and representation of women in governmental and private sectors.,1,8,,,999,1,999,999,999,999,,941,UPR0939,UPR
Macedonia,343,EEG,OIF,Women's rights,1,Croatia,EEG,EU,Accepted,4,5,2009,1,1,,1,,,971,958,Encourage the appropriate institutions to take further action in dealing with violence against women.,2,6,,,0,1,0,0,1,0,,942,UPR0940,UPR
Macedonia,343,EEG,OIF,Women's rights,1,France,WEOG,"EU, OIF",Accepted,4,5,2009,1,1,,1,,,972,959,Adopt a decisive criminal policy to prosecute and punish perpetrators of violence against women and practice a policy of prevention so as to enhance the sensitivity of society at large to this matter.,3,6,,,0,333,1,0,333,0,,943,UPR0941,UPR
Macedonia,343,EEG,OIF,Women's rights,1,Greece,WEOG,"EU, OIF",Accepted,4,5,2009,1,,1,1,,,974,960,"Take more systematic measures to promote gender equality in practice by, inter alia, increasing women's participation in the Police Force.",2,8,,,0,0,1,0,0,0,,944,UPR0942,UPR
Macedonia,343,EEG,OIF,"Women's rights, minorities",1,Japan,Asia,,Accepted,4,5,2009,1,1,,1,,1,975,961,Implement measures to prevent and punish violence against Roma women so that they are able to enjoy their rights without prejudice.,2,7,,,1,0,0,0,0,0,,945,UPR0943,UPR
Macedonia,343,EEG,OIF,"Women's rights, minorities",1,Malyasia,Asia,"ASEAN, OIC, Commonwealth",Accepted,4,5,2009,1,,1,1,,1,976,962,"Step up efforts to ensure access to education, health, employment and participation in political public life for women, in particular rural and ethnic minority women",1,8,,,999,333,1,999,999,999,,946,UPR0944,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Netherlands,WEOG,EU,Accepted,4,5,2009,1,1,,1,,,977,963,"Implement measures for the early detection and prevention of domestic violence against women and children, including sexual abuse or harassment.",3,7,,,0,333,1,0,333,0,,947,UPR0945,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Netherlands,WEOG,EU,Accepted,4,5,2009,1,1,,1,,,978,964,Lower the stringent requirements for proof of domestic violence so that existing law criminalizing domestic violence can be more readily applied in practice.,3,5,,,1,0,0,0,0,0,,948,UPR0946,UPR
Macedonia,343,EEG,OIF,Women's rights,1,Norway,WEOG,,Accepted,4,5,2009,1,,1,1,,,979,965,Intensify its efforts to accelerate women's equal participation at all levels and in all areas of public life.,1,8,,,999,1,999,999,999,999,,949,UPR0947,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Spain,WEOG,"EU, OEI",Accepted,4,5,2009,1,1,,1,,,980,966,Develop judicial assistance and protection mechanisms for victims of domestic violence.,3,3,,,0,333,1,0,333,0,,950,UPR0948,UPR
Macedonia,343,EEG,OIF,Women's rights,1,Spain,WEOG,"EU, OEI",Accepted,4,5,2009,1,,1,1,,,981,967,Redouble efforts in the area of promotion of women and effective equality between genders in the workforce as in the social sphere.,2,4,,,0,1,0,0,1,0,,951,UPR0949,UPR
Macedonia,343,EEG,OIF,"Women's rights, trafficking",1,Sweden,WEOG,EU,Accepted,4,5,2009,1,1,,1,,,982,968,"Continue and increase its efforts with a view to fully combating trafficking and prostitution, and continue efforts to help women who have been victims of trafficking.",1,8,,,999,1,999,999,999,999,,952,UPR0950,UPR
Macedonia,343,EEG,OIF,Women's rights,1,Brazil,GRULAC,"OAS, OEI",Accepted,4,18,2014,1,1,,1,,,952,947,Prohibit all forms of discrimination and violence against women,1,8,,,999,999,999,999,999,1,,953,UPR0951,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child, right to health, minorities, labour",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,18,2014,1,,1,1,1,1,960,948,Take steps to address challenges faced by Roma women and girls in the areas of health care and employment,1,8,,,999,1,999,999,999,999,,954,UPR0952,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,18,2014,1,1,,1,,,963,949,"Adopt measures to raise awareness to prevent incidents of child, early and forced marriage",3,4,,,0,333,1,0,333,0,,955,UPR0953,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Canada,WEOG,"OAS, OIF, Commonwealth",Accepted,4,18,2014,1,1,,1,,,963a,950,"take steps to investigate and prosecute any cases of child, early and forced marriages",3,3,,,0,0,1,0,0,333,,956,UPR0954,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Uruguay,GRULAC,"OAS, OEI",Accepted,4,18,2014,1,1,,1,,,964,951,"Strengthen existing criminal and family laws or adopt a comprehensive law that addresses all forms of violence against women, including domestic and sexual violence, ensuring that all women and girl victims of acts of violence are protected by these laws and have access to immediate means of protection as well as to reparation, and that perpetrators are prosecuted",3,5,,,0,0,0,0,0,1,,957,UPR0955,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Cote d'Ivoire,Africa,"AU, OIC, OIF",Accepted,4,18,2014,1,1,,1,,,965,952,Strengthen policies aimed at the protection of children and the prevention of domestic violence,2,6,,,0,0,0,1,1,1,,958,UPR0956,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child",1,Liechtenstein,WEOG,,Accepted,4,18,2014,1,1,,1,,,966,953,"Intensify its efforts to combat domestic violence and its efforts to ensure that victims of domestic violence have access to adequate assistance, including legal and psychological counselling, medical help and shelter",3,6,,,0,333,1,0,0,0,,959,UPR0957,UPR
Macedonia,343,EEG,OIF,"Women's rights, rights of the child, right to education, minorities",1,Slovenia,EEG,EU,Accepted,4,18,2014,1,,1,1,,1,967,954,"Address barriers to the education of women and girls and reduce their dropout rates, especially among girls from ethnic minorities",2,8,,,0,0,0,0,1,1,,960,UPR0958,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Azerbaijan,EEG,"OIC, CIS",Noted,4,5,2009,1,,1,1,,,1025,984,"Pay more attention to solving the issue of under-representation of women, which subsists in many areas of society, including in decision-making.",1,8,,,999,999,1,999,999,999,,961,UPR0959,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Argentina,GRULAC,"OAS, OEI",Noted,2,5,2009,1,,1,1,,,1028,985,Continue implementing policies to ensure equal opportunities in the job market with particular emphasis on reducing the existing wage gaps.,2,7,,,0,0,1,0,0,0,,962,UPR0960,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, human rights education and training",1,Argentina,GRULAC,"OAS, OEI",Noted,2,5,2009,1,,1,1,,,1029,986,Continue to offer programmes to train women in political leadership,3,4,,,0,0,1,0,0,0,,963,UPR0961,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, human rights education and training",1,Argentina,GRULAC,"OAS, OEI",Noted,2,5,2009,1,,1,1,,,1029a,987,implement awareness campaigns with respect to the their political participation.,3,4,,,0,0,1,0,0,0,,964,UPR0962,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Bangladesh,Asia,"OIC, Commonwealth",Noted,2,5,2009,1,,1,1,,,1030,988,"Continue to work towards ensuring greater representation of women in high-level policy and decision-making institutions, especially in the national legislature and local government bodies.",1,8,,,999,333,1,999,999,999,,965,UPR0963,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Sweden,WEOG,EU,Noted,4,5,2009,1,1,,1,,,1031,989,Continue and strengthen the ongoing efforts to combat all sorts of violence against women in society.,1,8,,,999,1,999,999,999,999,,966,UPR0964,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, trafficking, rights of the child",1,Philippines,Asia,ASEAN,Accepted,3,17,2013,1,1,,1,,,993,969,"Consider aligning its domestic legislations and enacting new laws, as appropriate, in order to fully implement its human rights obligations, particularly those relating to combating trafficking in persons, especially women, girls and children",1,5,,,999,999,1,999,999,999,,967,UPR0965,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, human rights educaiton and training",1,Spain,WEOG,"EU, OEI",Accepted,5,17,2013,1,,1,1,,,996,970,"Continue taking measures to eradicate gender discrimination and to promote effective equality and the overcoming of traditional stereotypes, for instance through awareness raising campaigns or programs at the education field",3,4,,,0,1,0,0,1,0,,968,UPR0966,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, labour",1,Armenia,EEG,"CIS, OIF",Accepted,2,17,2013,1,,1,1,,,997,971,"Continue its efforts towards promoting equal opportunities between men and women, especially in regards to labour rights",1,4,,,999,1,999,999,999,999,,969,UPR0967,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, human rights education and training",1,Moldova,EEG,"CIS, OIF",Noted,4,17,2013,1,,1,1,,,998,972,"Further undergo awareness raising activities for overcoming the traditional stereotypes regarding the roles and responsibilities of women and men in the family and society, and for strengthening the principle of shared responsibility",3,4,,,0,1,0,0,1,0,,970,UPR0968,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Australia,WEOG,"PIF, Commonwealth",Accepted,4,17,2013,1,,1,1,,,1000,973,Take further steps to reduce gender-based discrimination in the workforce,1,8,,,999,1,999,999,999,999,,971,UPR0969,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Uruguay,GRULAC,"OAS, OEI",Noted,5,17,2013,1,1,,1,,,1001,974,Proceed towards the criminalization of rape and violent attacks as crimes against physical and mental integrity of women and as a form of discrimination based on the grounds of sex and gender,3,5,,,0,333,1,0,333,0,,972,UPR0970,UPR
Malta,338,WEOG,"EU, Commonwealth",Women's rights,1,Uruguay,GRULAC,"OAS, OEI",Noted,3,17,2013,1,1,,1,,,1002,975,Review the definition of rape so that the lack of consent has a central place in this criminal conduct,3,2,,,1,0,0,0,0,0,,973,UPR0971,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, rights of the child",1,Sierra Leone,Africa,"AU, OIC, Commonwealth",Accepted,4,17,2013,1,1,,1,,,1003,976,Develop and implement a comprehensive national strategy to address all forms of violence against women and children,1,8,,,1,0,0,0,0,0,,974,UPR0972,UPR
Malta,338,WEOG,"EU, Commonwealth","Women's rights, rights of the child, migrants, disabilities",1,Holy See,Observer,,Noted,2,17,2013,1,1,,1,,1,1004,977,"Continue its fight against any form of violence against children, women, migrants, and persons with disabilities",1,8,,,999,1,999,999,999,999,,975,UPR0973,UPR
