year,nomention,inaction,consideration,delegation,execution,compliance,vaw,econ,action,precision
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,2
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,2
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,1,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1
2010,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,2
2010,NaN,NaN,NaN,NaN,NaN,NaN,true,true,1,3
2010,222,222,222,222,222,222,false,true,5,3
2010,222,222,222,222,222,222,false,true,5,3
2010,0,0,0,0,0,1,false,true,2,3
2013,1,0,0,0,0,0,false,true,5,3
2013,0,0,0,1,0,1,false,true,6,2
2013,1,0,0,0,0,0,false,true,6,1
2013,0,1,333,333,333,0,false,true,4,3
2013,0,0,0,1,0,1,false,true,4,2
2013,0,0,0,0,0,1,false,true,4,3
2013,0,0,0,1,0,1,true,false,3,3
2013,999,1,999,999,999,333,true,false,3,1
2013,0,1,0,333,0,333,true,false,6,2
2013,0,1,0,333,333,0,true,false,6,3
2013,0,0,1,1,0,0,true,false,3,3
2013,1,0,0,0,0,0,true,false,2,3
2013,0,0,0,1,1,0,true,false,1,3
2013,1,0,0,0,0,0,true,false,3,3
2013,0,0,0,1,1,0,true,false,6,3
2013,0,0,0,1,0,1,true,false,7,2
2013,1,0,0,0,0,0,true,false,4,2
2013,0,1,0,0,0,0,true,false,2,3
2013,1,0,0,0,0,0,true,false,6,2
2013,0,0,0,0,1,0,true,false,5,3
2013,1,0,0,0,0,0,false,true,2,3
2013,0,0,0,0,0,1,false,true,6,3
2013,1,0,0,0,0,0,false,true,4,3
2013,1,0,0,0,0,0,false,true,6,1
2013,0,1,0,0,0,333,false,true,4,2
2013,0,1,0,0,0,333,false,true,4,3
2013,0,1,0,0,0,333,false,true,6,3
2013,1,0,0,0,0,0,false,true,7,2
2013,0,1,0,333,0,333,false,true,2,2
2013,0,0,0,0,1,0,false,true,5,3
2013,0,0,0,0,1,0,true,true,4,3
2013,1,0,0,0,0,0,true,true,2,3
2013,0,1,0,0,0,0,true,false,6,3
2013,1,0,0,0,0,0,false,true,8,1
2013,0,1,0,0,0,333,false,true,2,3
2013,1,0,0,0,0,0,false,true,5,2
2013,1,0,0,0,0,0,true,false,3,3
2013,1,0,0,0,0,0,true,false,7,2
2013,1,0,0,0,0,0,true,false,4,2
2011,0,0,0,1,1,0,true,false,3,3
2011,0,1,0,333,333,0,true,false,6,3
2011,0,1,0,333,0,333,true,false,5,3
2011,0,0,0,1,0,1,true,false,6,3
2011,0,0,0,1,1,0,true,false,2,3
2011,0,0,0,1,0,1,true,false,1,2
2011,0,1,0,0,0,0,true,false,6,3
2011,0,0,0,1,0,1,true,false,6,3
2011,0,0,1,1,0,1,true,false,6,2
2011,0,1,0,333,0,333,true,false,6,3
2011,0,0,0,0,0,1,true,false,1,3
2011,999,999,999,999,999,1,true,false,8,1
2011,0,0,0,1,0,1,false,true,2,3
2011,0,1,0,0,0,333,false,true,5,3
2011,0,0,0,0,0,1,false,true,6,3
2011,0,1,0,0,0,0,false,true,6,2
2011,0,1,0,0,0,0,false,true,6,3
2011,0,0,0,1,0,1,false,true,6,3
2011,0,0,0,0,1,0,false,true,4,2
2011,0,1,0,0,0,0,false,true,6,2
2011,0,1,0,333,0,333,false,true,6,3
2011,0,1,0,0,0,0,false,true,6,3
2011,0,0,0,0,0,1,false,true,4,3
2011,0,1,0,0,0,333,false,true,5,3
2011,0,1,0,333,0,333,false,true,4,2
2011,0,1,0,0,0,0,false,true,6,3
2011,0,1,0,0,0,333,false,true,2,3
2011,0,1,0,0,0,0,false,true,7,2
2011,0,1,0,0,0,0,false,true,6,3
2011,0,0,1,1,0,0,false,true,2,3
2011,0,0,1,1,0,0,false,true,5,3
2011,0,1,333,333,0,333,true,false,4,3
2007,999,999,999,999,999,1,false,true,6,1
2007,0,0,1,1,0,0,false,true,6,1
2007,999,999,999,999,999,1,false,true,8,1
2007,0,1,0,333,0,333,false,true,2,3
2007,0,0,0,0,1,0,true,false,2,3
2007,0,0,0,1,1,0,true,false,3,2
2007,0,0,0,1,0,1,true,false,2,2
2007,0,0,0,1,0,1,true,false,4,3
2007,0,0,0,1,0,1,true,false,3,3
2007,0,1,0,0,0,0,true,false,2,3
2007,0,0,0,0,0,1,true,false,2,3
2007,0,0,0,0,0,1,true,false,6,3
2007,999,999,999,999,999,1,false,true,8,1
2007,0,0,1,1,0,1,false,true,6,3
2007,0,0,1,0,1,0,false,true,4,3
2007,0,1,0,0,0,0,false,true,5,3
2007,0,0,0,0,0,1,false,true,2,2
2007,0,1,0,0,0,0,true,false,2,2
2007,0,0,0,0,1,0,true,false,5,3
2010,0,1,0,0,0,0,false,true,6,2
2010,0,0,0,0,0,1,true,false,5,3
2010,0,0,0,1,1,0,true,false,6,3
2010,0,0,0,1,0,1,true,false,6,2
2010,0,1,0,0,0,0,true,false,3,2
2010,0,0,1,0,0,0,true,false,3,3
2010,0,0,0,0,0,1,true,false,5,3
2010,0,0,0,1,0,1,true,false,6,3
2010,0,1,0,0,0,0,true,false,6,2
2010,0,0,0,1,1,0,true,false,3,3
2010,0,1,0,0,0,0,true,false,3,3
2010,0,0,0,1,0,1,true,false,2,3
2010,0,0,0,1,1,0,true,false,1,2
2010,0,1,0,0,0,0,true,false,6,3
2010,0,0,0,1,0,1,false,true,6,2
2010,0,0,0,1,1,0,false,true,6,2
2010,0,0,0,1,0,1,false,true,2,3
2010,1,0,0,0,0,0,false,true,1,2
2010,0,1,0,0,0,0,false,true,4,2
2010,0,0,0,0,1,0,false,true,6,2
2010,0,1,0,0,333,0,false,true,6,3
2010,0,1,333,333,0,0,false,true,6,3
2010,0,0,0,1,1,0,false,true,2,3
2010,0,1,333,333,0,0,false,true,4,3
2010,0,0,0,1,0,1,false,true,2,3
2010,0,0,1,1,0,0,false,true,6,2
2010,0,1,0,0,0,0,true,false,3,3
2010,0,0,0,0,0,1,true,false,1,3
2010,0,1,0,0,0,0,true,false,5,3
2007,999,999,999,999,999,1,true,false,8,1
2007,999,999,999,999,1,999,true,false,2,1
2007,999,999,999,999,999,1,true,false,8,1
2007,999,999,999,999,999,1,true,false,5,1
2007,0,1,0,0,0,0,true,false,2,3
2007,0,1,0,0,0,0,true,false,2,3
2007,1,0,0,0,0,0,true,false,1,2
2007,0,1,0,0,0,333,true,false,6,3
2007,0,0,0,0,0,1,true,false,2,3
2007,0,0,1,1,0,1,false,true,6,2
2007,999,1,999,999,999,333,false,true,6,1
2007,999,1,333,999,999,999,false,true,8,1
2007,0,0,0,0,0,1,false,true,2,3
2007,999,999,999,999,999,1,false,true,8,1
2007,999,999,999,999,999,1,false,true,8,1
2007,0,0,1,0,0,1,false,true,2,3
2007,0,0,0,1,0,1,false,true,4,2
2007,0,0,0,0,0,1,true,false,2,2
2007,0,0,1,1,0,0,false,true,8,2
2007,0,1,0,0,0,0,false,true,2,3
2007,1,0,0,0,0,0,true,false,7,3
2012,0,1,0,0,0,333,true,false,6,3
2012,1,0,0,0,0,0,true,false,2,2
2012,0,1,0,0,0,0,true,false,4,3
2012,999,999,999,999,999,1,false,true,6,1
2012,0,0,0,1,0,1,false,true,6,2
2012,999,1,999,999,999,999,false,true,7,1
2012,0,1,0,0,0,0,false,true,6,3
2012,0,0,0,0,0,1,false,true,2,2
2012,0,1,0,0,0,333,true,false,2,3
2012,0,0,0,1,0,1,true,false,5,3
2012,0,1,0,0,0,0,true,false,4,3
2012,0,0,0,1,0,1,true,false,3,2
2012,0,0,1,1,0,0,true,false,5,3
2012,0,1,0,0,0,0,true,false,6,3
2012,0,0,0,1,0,1,true,false,6,3
2012,0,0,0,1,0,1,true,false,6,2
2012,0,0,0,1,1,0,true,false,1,3
2012,222,222,222,222,222,222,true,false,3,3
2012,0,0,0,1,0,1,true,false,2,3
2012,1,0,0,0,0,0,true,false,1,3
2012,1,0,0,0,0,0,true,false,3,2
2012,0,0,0,1,0,1,true,false,6,3
2012,0,0,0,1,0,1,true,false,3,3
2012,0,0,0,0,0,1,true,false,2,3
2012,0,0,1,1,0,1,false,true,4,3
2012,999,1,999,999,999,999,false,true,6,1
2012,0,1,0,0,0,0,false,true,7,3
2012,0,0,0,0,0,1,false,true,5,3
2012,0,0,0,0,0,1,false,true,6,2
2012,0,1,0,0,0,333,false,true,6,3
2012,0,1,0,0,0,0,false,true,2,3
2012,0,1,0,0,0,0,false,true,6,3
2012,0,1,0,0,0,0,false,true,4,3
2012,0,0,0,1,1,0,false,true,2,3
2012,0,0,1,1,0,1,false,true,4,3
2012,0,1,0,0,0,0,false,true,2,3
2012,0,1,0,0,0,0,false,true,7,2
2012,0,0,0,0,0,1,true,false,2,3
2012,999,1,999,999,999,999,false,true,4,1
2012,0,1,0,0,0,0,false,true,5,3
2012,1,0,0,0,0,0,false,true,2,3
2007,0,1,0,333,0,333,false,true,6,2
2007,1,0,0,0,0,0,false,true,6,1
2007,1,0,0,0,0,0,false,true,4,3
2007,1,0,0,0,0,0,false,true,4,3
2007,999,999,999,999,999,1,true,false,8,1
2007,0,0,0,0,1,0,true,false,3,3
2007,0,0,0,1,0,1,true,false,2,3
2007,0,0,0,1,0,1,true,false,4,3
2007,0,1,0,0,0,0,true,false,2,3
2007,0,0,0,0,0,1,true,false,5,3
2007,0,1,0,0,0,0,true,false,2,2
2007,999,999,999,999,999,1,false,true,8,1
2007,0,1,0,0,333,0,false,true,6,3
2007,0,0,0,1,0,1,false,true,2,2
2007,0,1,0,0,0,0,false,true,5,3
2007,0,0,0,1,0,1,false,true,6,2
2007,0,0,0,0,0,1,true,false,2,2
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,2
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,2
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,2
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,2
2014,0,0,1,1,0,0,false,true,5,3
2014,0,1,0,0,0,333,false,true,6,1
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,2
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,1
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,2
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,true,true,3,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2014,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2014,0,0,1,1,0,1,false,true,6,3
2009,0,0,0,1,1,0,true,false,7,3
2009,0,0,0,1,0,1,true,false,4,3
2009,0,1,0,0,0,333,true,false,2,3
2009,999,999,999,999,999,1,true,false,8,1
2009,0,0,0,0,1,0,true,false,7,3
2009,0,1,0,333,0,333,true,false,6,3
2009,0,1,0,0,0,0,true,false,6,3
2009,999,999,999,999,999,1,true,false,8,1
2009,0,1,0,0,0,0,true,false,3,3
2009,0,1,0,0,0,0,true,false,6,3
2009,0,0,0,0,0,1,false,true,7,2
2009,999,1,999,999,999,999,false,true,8,1
2009,0,1,0,0,0,0,false,true,6,3
2009,0,1,0,333,0,333,false,true,6,3
2009,0,0,0,0,1,0,false,true,2,3
2009,0,0,0,0,0,1,false,true,2,3
2009,0,0,0,1,0,1,false,true,2,3
2009,0,1,0,0,0,0,false,true,6,3
2009,0,0,0,1,0,1,false,true,2,3
2009,999,1,999,999,999,999,false,true,5,1
2009,0,0,0,0,0,1,false,true,6,3
2009,0,1,0,0,0,0,false,true,4,3
2009,0,1,0,0,0,0,false,true,6,2
2009,0,1,0,0,0,0,false,true,1,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,0,0,0,1,1,0,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2015,0,1,0,333,333,0,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2010,0,1,0,0,0,0,true,false,5,3
2010,1,0,0,0,0,0,true,false,6,3
2010,0,1,0,0,0,0,true,false,5,3
2010,1,0,0,0,0,0,true,false,6,3
2010,0,1,0,0,0,0,true,false,6,3
2010,1,0,0,0,0,0,true,false,2,3
2010,0,0,1,1,1,0,true,false,3,3
2010,1,0,0,0,0,0,true,false,3,3
2010,1,0,0,0,0,0,true,false,7,2
2010,0,1,0,0,0,0,true,false,6,1
2010,0,1,0,0,0,0,true,false,5,2
2010,0,1,333,0,333,0,true,false,3,3
2010,0,1,0,0,0,333,true,false,1,3
2010,1,0,0,0,0,0,true,false,6,3
2010,1,0,0,0,0,0,true,false,6,3
2010,0,1,333,0,333,0,true,false,2,3
2010,0,0,0,1,0,1,true,false,2,2
2010,0,1,0,0,0,333,true,false,6,3
2010,0,0,0,1,0,1,true,false,3,2
2010,0,0,0,0,0,1,true,false,3,2
2010,0,0,0,0,0,1,true,false,2,2
2010,999,999,999,999,1,999,false,true,6,1
2010,0,1,0,0,0,0,false,true,6,1
2010,0,1,0,0,0,0,false,true,4,3
2010,0,0,0,0,0,1,false,true,2,3
2010,1,0,0,0,0,0,false,true,4,3
2010,1,0,0,0,0,0,false,true,6,2
2010,0,1,0,0,0,0,false,true,4,3
2010,0,1,0,0,0,0,false,true,2,3
2010,0,1,0,0,0,0,false,true,8,1
2010,0,1,0,0,0,0,false,true,5,3
2010,0,1,0,0,0,0,false,true,7,3
2010,0,1,0,0,0,0,false,true,2,3
2010,0,1,0,0,0,0,true,true,5,2
2010,0,1,0,0,0,0,true,false,5,3
2010,0,1,0,0,0,333,false,true,1,3
2010,1,0,0,0,0,0,true,false,8,1
2010,1,0,0,0,0,0,true,false,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2015,0,1,0,0,0,0,true,false,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,1,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,1,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,true,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2016,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2016,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2016,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,3
2016,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2016,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,2
2007,999,999,999,999,999,1,true,false,8,1
2007,0,0,1,1,0,1,true,false,6,3
2007,0,0,0,1,1,0,true,false,2,3
2007,999,1,999,999,999,999,true,false,5,1
2007,0,0,1,1,1,0,true,false,3,2
2007,0,1,0,0,0,0,true,false,6,3
2007,0,0,0,1,1,0,true,false,3,3
2007,0,0,0,0,1,0,true,false,6,3
2007,0,0,0,1,0,1,true,false,4,3
2007,0,0,0,1,1,0,true,false,6,3
2007,1,0,0,0,0,0,true,false,8,1
2007,1,0,0,0,0,0,true,false,2,3
2007,0,1,0,0,0,333,true,false,6,3
2007,0,1,0,333,0,333,true,false,7,3
2007,0,0,0,1,1,0,true,false,6,3
2007,999,1,999,999,999,333,false,true,6,1
2007,1,0,0,0,0,0,false,true,6,3
2007,1,0,0,0,0,0,false,true,4,3
2007,0,0,1,1,1,0,false,true,7,2
2007,1,0,0,0,0,0,false,true,2,2
2007,999,999,999,999,999,1,false,true,8,1
2007,999,999,999,999,999,1,false,true,8,1
2007,0,1,0,0,0,0,false,true,4,3
2007,999,999,999,999,999,1,false,true,6,1
2007,0,1,0,333,333,0,false,true,4,3
2007,0,1,0,333,0,333,false,true,8,2
2007,0,1,0,0,0,0,false,true,2,3
2007,0,1,0,0,0,0,true,false,3,2
2007,1,0,0,0,0,0,true,false,4,3
2013,0,0,1,1,0,1,true,false,5,3
2013,0,0,0,1,0,1,true,false,4,3
2013,0,0,0,1,0,1,true,false,3,3
2013,0,1,0,333,333,0,true,false,6,3
2013,0,0,1,1,0,1,true,false,6,3
2013,0,1,0,333,0,333,true,false,2,3
2013,0,0,0,0,0,1,true,false,1,3
2013,0,1,0,0,0,0,true,false,6,2
2013,1,0,0,0,0,0,true,false,6,3
2013,0,0,0,1,0,1,true,false,6,2
2013,0,1,0,0,333,0,false,true,7,2
2013,1,0,0,0,0,0,false,true,2,3
2013,0,0,0,1,1,0,false,true,6,2
2013,0,0,0,0,1,0,false,true,8,2
2013,0,0,0,1,1,0,false,true,6,3
2013,0,0,0,1,1,0,false,true,4,3
2013,0,1,0,0,0,0,false,true,4,3
2013,999,999,999,999,1,999,false,true,6,1
2013,999,1,999,999,999,333,false,true,8,1
2013,1,0,0,0,0,0,false,true,4,2
2013,0,1,0,0,0,0,false,true,6,3
2013,0,1,0,0,0,0,true,true,6,3
2013,0,0,0,1,1,0,true,true,2,3
2013,0,0,0,1,1,0,true,true,7,3
2013,0,1,0,0,333,0,true,true,4,3
2008,0,1,0,333,0,333,false,true,4,3
2008,0,1,0,0,0,0,false,true,2,3
2008,0,1,0,0,0,0,false,true,4,3
2008,999,1,999,999,999,333,true,false,8,1
2008,0,0,0,1,1,0,true,false,3,3
2008,0,0,0,0,0,1,true,false,5,2
2008,0,0,0,0,1,0,true,false,6,3
2008,0,0,0,1,0,1,true,false,6,3
2008,0,1,0,333,333,0,true,false,4,3
2008,1,0,0,0,0,0,true,false,2,3
2008,0,1,0,0,0,0,true,false,5,3
2008,0,0,0,1,0,1,true,false,1,2
2008,0,0,1,1,0,1,false,true,6,2
2008,999,1,999,999,999,999,false,true,6,1
2008,0,1,0,0,0,333,false,true,6,3
2008,0,1,0,0,0,0,false,true,4,3
2008,1,0,0,0,0,0,false,true,2,3
2008,999,999,999,999,999,1,false,true,8,1
2008,0,1,0,0,0,0,false,true,5,3
2008,1,0,0,0,0,0,false,true,6,3
2008,0,0,0,0,0,1,false,true,4,2
2008,0,1,0,0,0,0,true,false,2,3
2008,0,1,0,0,0,0,true,false,3,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,1
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,true,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,true,2,3
2015,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3
2008,0,0,1,1,0,1,false,true,4,2
2008,999,999,999,999,999,1,true,false,8,1
2008,0,1,0,0,0,333,true,false,6,2
2008,0,1,0,0,0,0,true,false,2,3
2008,0,0,0,1,0,1,true,false,6,3
2008,0,0,0,1,0,1,true,false,2,3
2008,999,999,999,999,999,1,true,false,8,1
2008,0,1,0,0,0,0,true,false,6,3
2008,1,0,0,0,0,0,true,false,1,3
2008,999,999,999,999,999,1,false,true,8,1
2008,0,0,1,1,0,1,false,true,2,2
